SKU,QUANTITY
838501_VERDE_MILITY_L,4
838501_VERDE_MILITY_XL,7
838501_BLU_ROYALE_M,37
838501_BLU_ROYALE_L,103
838501_BLU_ROYALE_XL,117
838501_BLU_ROYALE_2XL,57
838501_BIANCO_WHITE_M,8
838501_BIANCO_WHITE_L,93
838501_BIANCO_WHITE_XL,107
838501_BIANCO_WHITE_2XL,42
836010_GIALLO_YELLOW_M,43
836010_GIALLO_YELLOW_L,68
836010_GIALLO_YELLOW_XL,48
836010_GIALLO_YELLOW_2XL,31
836010_VERDE_MILITY_M,214
836010_VERDE_MILITY_L,336
836010_VERDE_MILITY_XL,286
836010_VERDE_MILITY_2XL,203
836010_GRIGIO_REVENTON_M,23
836010_GRIGIO_REVENTON_L,73
836010_GRIGIO_REVENTON_XL,52
836010_GRIGIO_REVENTON_2XL,45
836010_AZZURRO_ACQUA_M,180
836010_AZZURRO_ACQUA_L,274
836010_AZZURRO_ACQUA_XL,225
836010_AZZURRO_ACQUA_2XL,137
836010_ROSSO_RED-RACE_M,246
836010_ROSSO_RED-RACE_L,336
836010_ROSSO_RED-RACE_XL,255
836010_ROSSO_RED-RACE_2XL,162
836010_GIALLO_ACIDO_M,110
836010_GIALLO_ACIDO_L,143
836010_GIALLO_ACIDO_XL,106
836010_GIALLO_ACIDO_2XL,74
836010_ARANCIO_ORANGE_M,92
836010_ARANCIO_ORANGE_L,145
836010_ARANCIO_ORANGE_XL,161
836010_ARANCIO_ORANGE_2XL,73
836010_VERDE_MUSK_M,260
836010_VERDE_MUSK_L,369
836010_VERDE_MUSK_XL,288
836010_VERDE_MUSK_2XL,200
836010_BLU_INDIGO_M,108
836010_BLU_INDIGO_L,287
836010_BLU_INDIGO_XL,276
836010_BLU_INDIGO_2XL,110
836010_BLU_BLU_M,362
836010_BLU_BLU_L,537
836010_BLU_BLU_XL,393
836010_BLU_BLU_2XL,264
836010_NERO_BLACK_M,332
836010_NERO_BLACK_L,506
836010_NERO_BLACK_XL,401
836010_NERO_BLACK_2XL,250
836010_BLU_ROYAL_M,440
836010_BLU_ROYAL_L,714
836010_BLU_ROYAL_XL,602
836010_BLU_ROYAL_2XL,347
836010_BIANCO_WHITE_M,239
836010_BIANCO_WHITE_L,457
836010_BIANCO_WHITE_XL,436
836010_BIANCO_WHITE_2XL,310
836015_BLU_ROYAL_XL,31
836012_BLU_ROYAL_L,13
836012_BLU_ROYAL_XL,36
836013_GIALLO_YELLOW_L,45
836013_GIALLO_YELLOW_XL,65
836013_GIALLO_YELLOW_2XL,30
836013_BIANCO_WHITE_L,13
836013_BIANCO_WHITE_XL,50
836013_BIANCO_WHITE_2XL,32
836013_BLU_ROYAL_M,7
836013_BLU_ROYAL_L,110
836013_BLU_ROYAL_XL,123
836013_BLU_ROYAL_2XL,43
836013_BLU_BLU_L,27
836013_BLU_BLU_XL,46
836011_ROSSO_RED-RACE_L,21
836011_ROSSO_RED-RACE_XL,83
836011_ROSSO_RED-RACE_2XL,16
USB-086_GRIGIO_GRIGIO-MELANGE_2XL,12
USB-086_BLU_BLU_L,2
USB-086_BLU_BLU_XL,30
USB-086_BLU_BLU_2XL,36
USB-086_NERO_NERO_L,23
USB-086_NERO_NERO_XL,56
USB-086_NERO_NERO_2XL,75
UST-703_ROSSO_ROSSO_2XL,9
802901589006_NERO_BLACK_38,5
802901589006_NERO_BLACK_39,3
802901589006_NERO_BLACK_40,6
802896830002_NERO_BLACK_38,2
802896830002_NERO_BLACK_39,1
K50K510259_NERO_BAX_UNI,48
K50K510266_NERO_BAX_UNI,2
UM0UM02324_NERO_0W4_S,21
GU7882S_VIOLA_81B_UNI,29
GU7885-HS_ORO_32D_UNI,4
J30J323245_BEIGE_ACI_S,1
J30J323245_BEIGE_ACI_L,1
J30J323142_BEIGE_ACI_S,2
J30J323142_BEIGE_ACI_M,1
J30J323142_BEIGE_ACI_L,3
J30J323142_BEIGE_ACI_XL,1
J30J323142_GRIGIO_PT2_S,2
J30J323142_GRIGIO_PT2_M,3
J30J323142_GRIGIO_PT2_L,4
J20J220626_AZZURRO_1A4_25,1
J20J220626_AZZURRO_1A4_26,2
J20J220626_AZZURRO_1A4_27,3
J20J220626_AZZURRO_1A4_28,1
J20J220626_AZZURRO_1A4_29,1
J20J220618_BIANCO_1AA_25,2
J20J220618_BIANCO_1AA_26,5
J20J220618_BIANCO_1AA_27,8
J20J220618_BIANCO_1AA_28,8
J20J220618_BIANCO_1AA_29,6
J20J220618_BIANCO_1AA_30,3
J20J220641_BLU_1A4_25,1
J30J322885_NERO_BEH_XL,12
J30J322885_NERO_BEH_2XL,5
J20J220644_AZZURRO_1AA_24,1
J20J220644_AZZURRO_1AA_25,1
J20J220644_AZZURRO_1AA_26,1
J20J220644_AZZURRO_1AA_27,1
J20J220644_AZZURRO_1AA_29,1
J20J220644_AZZURRO_1AA_30,1
J20J220644_AZZURRO_1AA_31,1
J20J220639_BLU_1BJ_25,1
GU7868S_ROSSO_66A_UNI,13
GU7882S_MARRONE_52F_UNI,38
GU7882S_GRIGIO_20B_UNI,23
GU7865S_MARRONE_53W_UNI,91
GU7866S_ORO_32T_UNI,35
GU8241S_MARRONE_53F_UNI,22
GU7862S_NERO_01A_UNI,24
GU7878S_MARRONE_53Z_UNI,73
GU7862S_MARRONE_53V_UNI,72
XUH002-TW099_BLU_B7384_UNI,37
XUH002-TW099_BLU_B7365_UNI,9
XUH002-TW099_BLU_B7301_UNI,41
XUH002-TW099_BLU_B7333_UNI,37
XMR311-JS206_BIANCO_00001_M,5
XMR311-JS206_BIANCO_00001_L,10
XMR311-JS206_BIANCO_00001_XL,25
XMR311-JS206_BLU_07017_M,27
XMR311-JS206_BLU_07017_L,1
XMR311-JS206_BLU_07017_XL,24
XMR310-JS206_GRIGIO_01001_M,11
XMR310-JS206_GRIGIO_01001_L,16
XMR310-JS206_GRIGIO_01001_XL,13
XMR310-JS206_GRIGIO_01001_2XL,5
XMR310-JS206_BLU_07017_S,8
XMR310-JS206_BLU_07017_M,104
XMR310-JS206_BLU_07017_L,102
XMR310-JS206_BLU_07017_XL,90
XMR310-JS206_BLU_07017_2XL,6
XMR310-JS206_BIANCO_00001_M,88
XMR310-JS206_BIANCO_00001_L,75
XMR310-JS206_BIANCO_00001_XL,101
XMR310-JS206_BIANCO_00001_2XL,18
XMB010-FP112_BLU_07017_M,1
XMB010-FP112_GRIGIO_01001_S,1
XMB010-FP112_GRIGIO_01001_M,2
XMB010-FP112_GRIGIO_01001_L,1
XMB010-FP112_GRIGIO_01001_XL,4
XMB010-FP112_BLU_07065_S,1
XMB010-FP112_BLU_07065_M,4
XMB010-FP112_BLU_07065_L,1
XMB010-FP112_BLU_07065_XL,3
XMB010-FP112_BIANCO_00001_M,1
XMT010-FP112_BIANCO_00001_M,5
XMP310-PK031_ROSSO_06005_M,7
XMP310-PK031_ROSSO_06005_XL,7
XMP310-PK031_ROSSO_06005_2XL,12
XMP310-PK031_GRIGIO_01001_S,4
XMP310-PK031_GRIGIO_01001_M,11
XMP310-PK031_GRIGIO_01001_L,11
XMP310-PK031_GRIGIO_01001_XL,16
XMP310-PK031_GRIGIO_01001_2XL,17
XMP310-PK031_BLU_07017_S,4
XMP310-PK031_BLU_07017_M,118
XMP310-PK031_BLU_07017_L,93
XMP310-PK031_BLU_07017_XL,98
XMP310-PK031_BLU_07017_2XL,1
XMP310-PK031_BIANCO_00001_M,99
XMP310-PK031_BIANCO_00001_L,98
XMP310-PK031_BIANCO_00001_XL,116
XMP310-PK031_BIANCO_00001_2XL,19
XMF310-FP112_GRIGIO_01001_M,4
XMF310-FP112_GRIGIO_01001_XL,1
XMF310-FP112_BIANCO_00001_XL,2
XMF311-FP112_BLU_07065_S,2
XMF311-FP112_BLU_07065_M,4
XMF311-FP112_BLU_07065_L,5
XMF311-FP112_BLU_07065_XL,5
XMF311-FP112_BLU_07065_2XL,4
XMF010-FP112_BLU_07017_M,13
XMF010-FP112_BLU_07017_L,5
XMF010-FP112_BLU_07017_XL,6
XMF010-FP112_BLU_07017_2XL,4
XMF010-FP112_BIANCO_00001_M,1
XMF010-FP112_BIANCO_00001_L,1
WH876922_NERO_BLACK_UNI,5
WH876923_MARRONE_COGNAC_UNI,1
SG874472_NERO_COAL-LOGO_UNI,5
BA874472_BEIGE_KHAKI_UNI,2
BA874446_BEIGE_KHAKI_UNI,9
QA874863_BEIGE_BEIGE_UNI,8
PO874746_AZZURRO_ICE-BLUE_UNI,5
VG850046_ROSA_PALE-ROSE_UNI,3
VB850046_GRIGIO_DOVE_UNI,17
NP0A4FKC-S1DEN05CAN_BLU_176_40,3
NP0A4FKC-S1DEN05CAN_BLU_176_41,3
NP0A4FKC-S1DEN05CAN_BLU_176_42,5
NP0A4FKC-S1DEN05CAN_BLU_176_43,2
NP0A4FKC-S1DEN05CAN_BLU_176_44,4
NP0A4FKC-S1DEN05CAN_BIANCO_002_40,1
NP0A4FKC-S1DEN05CAN_BIANCO_002_41,4
NP0A4FKC-S1DEN05CAN_BIANCO_002_42,2
NP0A4FKC-S1DEN05CAN_BIANCO_002_43,7
NP0A4FKC-S1DEN05CAN_BIANCO_002_44,5
NP0A4FKC-S1DEN05CAN_BIANCO_002_45,2
NP0A4HL1-S3STICK02COT_NERO_041_36,2
NP0A4HL1-S3STICK02COT_NERO_041_37,1
NP0A4HL1-S3STICK02COT_NERO_041_38,8
NP0A4HL1-S3STICK02COT_NERO_041_39,4
NP0A4HL1-S3STICK02COT_NERO_041_40,3
NP0A4HKZ-S3STICK02FAN_GIALLO_FC1_36,2
NP0A4HKZ-S3STICK02FAN_GIALLO_FC1_37,2
NP0A4HKZ-S3STICK02FAN_GIALLO_FC1_38,4
NP0A4HKZ-S3STICK02FAN_GIALLO_FC1_39,2
NP0A4HKZ-S3STICK02FAN_GIALLO_FC1_41,1
NP0A4HL1-S3STICK02COT_AZZURRO_P91_40,1
VBS6TA05-SUNNY-RE_ROSSO_ROSSO_UNI,2
VBS6TA05-SUNNY-RE_BIANCO_OFF-WHITE_UNI,1
VBS6TA05-SUNNY-RE_NERO_NERO_UNI,14
VBS6TA01-SUNNY-RE_NERO_NERO_UNI,9
VBS51O08-ADA_NERO_NERO_UNI,27
VBS6T804-SOUVENIR-RE_NERO_NERO_UNI,1
VBS6T803-SOUVENIR-RE_BEIGE_ECRU_UNI,2
VBS1IJ12-DIVINA-SA_NERO_NERO_UNI,3
VBS1IJ12-DIVINA-SA_BEIGE_ECRU_UNI,1
VBS3KK41-OCARINA_NERO_NERO_UNI,10
J20J219125_NERO_BEH_XL,2
J20J219645_NERO_BEH_S,1
J20J218971_ROSSO_XLN_2XS,1
J20J218971_ROSSO_XLN_XS,2
J30J320849_NERO_BEH_2XL,1
093678-000_BIANCO_0114_XS,2
093678-000_BIANCO_0114_S,4
093678-000_BIANCO_0114_M,1
093678-000_BIANCO_0114_L,2
093678-000_BIANCO_0114_XL,2
074751-000_BLU_0802_38,2
074751-000_BLU_0802_40,4
074751-000_BLU_0802_42,4
074751-000_BLU_0802_44,2
074751-000_BLU_0802_46,1
074751-000_BIANCO_0101_38,1
074751-000_BIANCO_0101_40,3
074751-000_BIANCO_0101_42,3
074751-000_BIANCO_0101_44,2
074751-000_BIANCO_0101_46,2
074746-000_BIANCO_0101_38,2
074746-000_BIANCO_0101_40,6
074746-000_BIANCO_0101_42,6
074746-000_BIANCO_0101_46,3
074746-000_BLU_0802_38,1
074746-000_BLU_0802_40,6
074746-000_BLU_0802_42,3
074746-000_BLU_0802_44,2
074746-000_BLU_0802_46,3
074746-000_VERDE_0903_38,3
074746-000_VERDE_0903_40,8
074746-000_VERDE_0903_42,6
074746-000_VERDE_0903_44,1
074746-000_VERDE_0813_38,3
074746-000_VERDE_0813_40,5
074746-000_VERDE_0813_42,4
074746-000_VERDE_0813_44,3
074746-000_VERDE_0813_46,4
074745-000_BLU_0802_38,4
074745-000_BLU_0802_40,6
074745-000_BLU_0802_42,4
074745-000_BLU_0802_44,1
074745-000_BLU_0802_46,4
074745-000_VERDE_0903_38,3
074745-000_VERDE_0903_40,8
074745-000_VERDE_0903_42,9
074745-000_VERDE_0903_44,4
074745-000_VERDE_0903_46,4
074745-000_BIANCO_0101_38,2
074745-000_BIANCO_0101_40,7
074745-000_BIANCO_0101_42,5
074745-000_BIANCO_0101_44,3
074745-000_BIANCO_0101_46,4
093671-000_BIANCO_0114_XS,1
093671-000_BIANCO_0114_L,1
093671-000_BIANCO_0114_XL,1
093671-000_VIOLA_0580_XS,2
664114-000_BLU_0787_S,1
664114-000_BLU_0787_M,14
664114-000_BLU_0787_L,8
664114-000_BLU_0802_M,12
664114-000_BLU_0802_L,12
664114-000_BLU_0802_XL,5
664114-000_BIANCO_0101_S,3
664114-000_BIANCO_0101_M,13
664114-000_BIANCO_0101_L,14
664114-000_BIANCO_0101_XL,1
664114-000_BEIGE_0910_S,2
664114-000_BEIGE_0910_M,5
664114-000_BEIGE_0910_L,5
664114-000_BEIGE_0910_XL,4
664114-000_AZZURRO_0757_M,5
673587-000_BLU_0787_S,2
673587-000_BLU_0787_M,13
673587-000_BLU_0787_L,6
673587-000_BLU_0787_XL,11
673587-000_AZZURRO_0819_S,1
673587-000_AZZURRO_0819_M,4
673587-000_AZZURRO_0819_L,5
673587-000_AZZURRO_0819_XL,2
673587-000_AZZURRO_0819_2XL,2
673587-000_ARANCIO_0731_S,1
673587-000_ARANCIO_0731_M,8
673587-000_ARANCIO_0731_L,4
673587-000_ARANCIO_0731_XL,4
673587-000_ARANCIO_0731_2XL,2
673587-000_VERDE_0813_M,6
673587-000_VERDE_0813_L,3
673587-000_VERDE_0813_XL,2
673587-000_GIALLO_0468_S,2
673587-000_GIALLO_0468_M,6
673587-000_GIALLO_0468_L,6
673587-000_GIALLO_0468_XL,6
673587-000_GIALLO_0468_2XL,1
094164-000_BIANCO_0101_XS,5
094164-000_BIANCO_0101_S,2
094164-000_BIANCO_0101_M,4
094164-000_BIANCO_0101_L,1
094164-000_BIANCO_0101_XL,2
094164-000_VERDE_0405_XS,1
094164-000_VERDE_0405_S,3
094164-000_VERDE_0405_M,1
094164-000_VERDE_0405_L,1
673538-000_BLU_0802_S,2
673538-000_BLU_0802_M,8
673538-000_BLU_0802_L,1
673538-000_BLU_0790_S,5
673538-000_BLU_0790_M,17
673538-000_BLU_0790_L,13
673538-000_BLU_0790_XL,13
673538-000_BLU_0790_2XL,6
673538-000_ROSSO_0730_M,5
673538-000_ROSSO_0730_2XL,1
673538-000_AZZURRO_0822_M,5
673536-000_BLU_0790_M,11
673536-000_BLU_0790_XL,1
673536-000_ROSSO_0730_M,3
094204-000_BIANCO_0114_S,7
094204-000_ROSSO_0166_XS,2
094204-000_VERDE_0405_XS,2
094204-000_VERDE_0405_S,3
NP0A4GNY-A-FARIKAL_BIANCO_NS5_S,1
NP0A4GJO-AERONS-H-3_MARRONE_WA9_S,1
NP0A4GJO-AERONS-H-3_VERDE_GAE_XS,1
NP0A4GJN-AERONS-S-3_VERDE_GAE_S,2
NP0A4GJN-AERONS-S-3_ARANCIO_AA3_S,2
NP0A4GJN-AERONS-S-3_ARANCIO_AA3_M,1
NP0A4GJN-AERONS-S-3_ARANCIO_AA3_L,2
NP0A4GJJ-A-MORGEX-HZH_VERDE_GAE_S,1
NP0A4GJJ-A-MORGEX-HZH_VERDE_GAE_M,1
NP0A4GJJ-A-MORGEX-HZH_GIALLO_YE1_XS,1
NP0A4GJJ-A-MORGEX-HZH_GIALLO_YE1_S,1
NP0A4GJJ-A-MORGEX-HZH_GIALLO_YE1_M,1
NP0A4GJJ-A-MORGEX-HZH_GIALLO_YE1_L,2
NP0A4GJH-SHELTER-WINT_GRIGIO_H98_XS,1
NP0A4GJM-AERONS-V-3_NERO_041_XS,1
NP0A4GNP-T-VULKAN-FZ_ROSSO_RR9_M,1
NP0A4GNP-T-VULKAN-FZ_ROSSO_RR9_XL,1
NP0A4GJT-DAMAVAND-T-1_VERDE_GAE_2XL,1
NP0A4GK3-MOTO-WINT-3_BEIGE_NBI_29,1
NP0A4GK3-MOTO-WINT-3_BEIGE_NBI_30,1
NP0A4GK3-MOTO-WINT-3_MARRONE_WA9_29,1
NP0A4GNN-L-SCANDI_BLU_D91_29,1
NP0A4GK2-MANA-WINT-3_NERO_041_30,2
NP0A4GJU-DAMAVAND-C-4_VIOLA_RE7_XS,3
NP0A4GJU-DAMAVAND-C-4_VIOLA_RE7_S,1
NP0A4GJU-DAMAVAND-C-4_VIOLA_RE7_2XL,2
NP0A4GJQ-DAMAVAND-V-4_ROSSO_RE7_XS,5
NP0A4GJQ-DAMAVAND-V-4_ROSSO_RE7_S,4
NP0A4GJQ-DAMAVAND-V-4_ROSSO_RE7_M,1
NP0A4GJQ-DAMAVAND-V-4_ROSSO_RE7_2XL,1
NP0A4GJQ-DAMAVAND-V-4_NERO_041_XL,1
NP0A4GJQ-DAMAVAND-V-4_NERO_041_2XL,2
NP0A4FQW-BALIS-CREW-1_GRIGIO_160_S,11
NP0A4FQW-BALIS-CREW-1_GRIGIO_160_M,13
NP0A4FQW-BALIS-CREW-1_GRIGIO_160_L,5
NP0A4FQW-BALIS-CREW-1_GRIGIO_160_XL,12
NP0A4FQW-BALIS-CREW-1_GRIGIO_160_2XL,22
YW0YW00908F_NERO_0GO_37,6
YW0YW00908F_NERO_0GO_38,11
YW0YW00908F_NERO_0GO_39,12
YW0YW00908F_NERO_0GO_40,6
YW0YW00908F_NERO_0GO_41,6
YW0YW00908F_BIANCO_0LB_36,1
YW0YW00908F_BIANCO_0LB_38,1
YW0YW00908F_BIANCO_0LB_40,5
YW0YW00908F_BIANCO_0LB_41,2
YW0YW00912F_BIANCO_0LA_36,2
YW0YW00912F_BIANCO_0LA_38,4
YW0YW00912F_BIANCO_0LA_39,10
YW0YW00912F_BIANCO_0LA_40,6
YW0YW00912F_NERO_0GO_36,1
YW0YW00912F_NERO_0GO_38,11
YW0YW00912F_NERO_0GO_39,26
YW0YW00912F_NERO_0GO_40,18
YM0YM00603_NERO_0GO_41,4
YM0YM00603_NERO_0GO_44,1
YM0YM00603_NERO_0GO_45,2
YM0YM00598_BIANCO_0K4_41,6
YM0YM00598_BIANCO_0K4_42,1
YM0YM00598_BIANCO_0K4_43,2
YM0YM00598_BIANCO_0K4_44,1
YM0YM00598_BIANCO_0K4_45,2
YM0YM00598_NERO_0GJ_40,1
YM0YM00598_NERO_0GJ_41,10
YM0YM00598_NERO_0GJ_42,9
YM0YM00598_NERO_0GJ_43,6
YM0YM00598_NERO_0GJ_44,8
YM0YM00598_NERO_0GJ_45,2
YM0YM00689_NERO_BDS_40,4
YM0YM00689_NERO_BDS_41,4
YM0YM00689_NERO_BDS_42,5
YM0YM00689_NERO_BDS_43,11
YM0YM00689_NERO_BDS_44,10
YM0YM00689_NERO_BDS_45,1
YM0YM00689_BIANCO_YBR_40,1
YM0YM00689_BIANCO_YBR_41,5
YM0YM00689_BIANCO_YBR_42,14
YM0YM00689_BIANCO_YBR_43,11
YM0YM00689_BIANCO_YBR_44,10
YM0YM00689_BIANCO_YBR_45,5
GU7865S_MARRONE_52H_UNI,27
GU7871S_MARRONE_53F_UNI,3
GU7871S_ROSSO_69Z_UNI,3
GU7886S_VIOLA_75T_UNI,1
GU7864S_MARRONE_55T_UNI,4
GU7879S_MARRONE_53Z_UNI,1
TMVJACP3235_VERDE_SDG_UNI,1
VA877323_NERO_BLACK_UNI,1
PD895923_ROSA_ROSE-LOGO_UNI,3
ZG787925_NERO_BLACK_UNI,56
VU895802_NERO_BLACK_UNI,3
BG877814_ROSA_ROSEWOOD_UNI,6
HMRIVIP2459_NERO_BLA_UNI,1
GAM313601_BIANCO_1040_40,1
GAM313601_BIANCO_1040_41,1
GAM313601_BIANCO_1040_42,3
GAM313601_BIANCO_1040_44,2
GAM313601_BIANCO_1040_45,1
GAM313600_BLU_3232_40,1
GAM313600_BIANCO_1010_40,2
GAM313600_BIANCO_1010_41,3
GAM313600_BIANCO_1010_42,8
GAM313600_BIANCO_1010_44,2
GAW314300_BIANCO_1080_35,1
GAW314300_BIANCO_1080_37,1
GAW314300_BIANCO_1080_38,1
GAW314300_BIANCO_1080_39,1
GAW314300_BIANCO_1070_35,2
GAW314300_BIANCO_1070_36,4
GAW314300_BIANCO_1070_37,7
GAW314300_BIANCO_1070_38,8
GAW314300_BIANCO_1070_39,5
GAW314301_BIANCO_1010_35,2
GAW314301_BIANCO_1010_36,5
GAW314301_BIANCO_1010_37,8
GAW314301_BIANCO_1010_38,7
GAW314301_BIANCO_1010_39,5
GAW314301_BIANCO_1010_40,1
GAM313555_BIANCO_1010_40,1
GAM313555_BLU_3232_40,2
GAM313555_BLU_3232_44,1
GAM313555_NERO_2020_40,1
GAM314300_BIANCO_1071_41,1
GAM314300_BIANCO_1071_43,1
GAM314300_BIANCO_1051_41,1
GAM314300_BIANCO_1051_42,6
GAM314300_BIANCO_1051_43,2
GAM314300_BIANCO_1051_44,1
GAM314300_BIANCO_1051_45,1
GAM313815_NERO_2020_41,1
GAM313815_BIANCO_1051_40,3
GAM313815_BIANCO_1051_42,4
GAM313815_BIANCO_1051_44,5
GAM313815_BIANCO_1051_45,1
GAM314190C_BLU_3232_41,2
GAM314190C_BLU_3232_44,1
GAM314190C_BIANCO_1032_42,2
GAM314190C_NERO_2020_40,1
GAM314190C_NERO_2020_42,2
GAM313931_BIANCO_1020_40,1
GAM313931_BIANCO_1020_41,1
GAM313931_BIANCO_1020_42,2
GAM313931_BIANCO_1020_44,3
GAM313931_BIANCO_1020_45,1
GAM314167_BIANCO_1030_40,3
GAM314167_BIANCO_1030_41,4
GAM314167_BIANCO_1030_42,6
GAM314167_BIANCO_1030_43,8
GAM314167_BIANCO_1030_44,5
GAM314167_BIANCO_1030_45,2
GAM315800_BLU_3232_41,2
GAM315800_BLU_3232_42,1
GAM315800_NERO_2020_42,1
GAM315900_BIANCO_1010_41,1
GAM314115_NERO_2020_40,1
GAM314115_NERO_2020_41,2
GAM314115_NERO_2020_42,7
GAM314115_NERO_2020_43,7
GAM314115_NERO_2020_44,2
GAM314115_NERO_2020_45,1
GAM314115_BLU_3252_41,2
GAM314115_BLU_3252_42,3
GAM314115_BLU_3252_43,3
GAM314115_BLU_3252_44,4
GAM314115_BLU_3252_45,1
GAM315910_BIANCO_1010_42,3
GAM315910_BIANCO_1010_43,2
GAM315910_BIANCO_1010_44,4
GAM315910_BLU_3210_44,1
DW0DW13380_BLU_1BK_29-L28,1
DW0DW13380_BLU_1BK_30-L28,2
DW0DW13380_BLU_1BK_31-L28,2
DW0DW13391_BLU_1AB_29-L28,1
DW0DW13391_BLU_1AB_30-L28,1
DW0DW13391_BLU_1AB_31-L28,1
DW0DW13760_BIANCO_YBL_XS,1
DM0DM13882_NERO_BDS_XS,1
DM0DM13882_NERO_BDS_XL,1
DM0DM13882_NERO_BDS_2XL,1
DW0DW13712_AZZURRO_C1Q_XS,2
DW0DW13712_AZZURRO_C1Q_S,3
DW0DW13089_BEIGE_ACE_26-L28,1
DW0DW13089_BEIGE_ACE_27-L28,1
DW0DW13089_BEIGE_ACE_28-L28,4
DW0DW13089_BEIGE_ACE_29-L28,4
DW0DW13089_BEIGE_ACE_30-L28,3
DW0DW13089_BEIGE_ACE_31-L28,1
DW0DW13089_BEIGE_ACE_32-L28,2
DM0DM14272_BLU_C87_S,1
DM0DM14272_BLU_C87_M,1
DM0DM14272_GRIGIO_PJ4_M,1
DM0DM14272_GRIGIO_PJ4_L,3
KM0KM00794_ROSSO_SN6_S,1
KM0KM00794_ROSSO_SN6_M,8
KM0KM00794_ROSSO_SN6_L,1
KM0KM00794_ROSSO_SN6_XL,14
KM0KM00794_ROSSO_SN6_2XL,2
K50K510613_NERO_0IN_UNI,29
K50K510600_NERO_BAX_UNI,147
K50K510588_NERO_BAX_UNI,59
K50K510599_NERO_BAX_UNI,70
K50K510197_NERO_BAX_UNI,188
K50K510601_NERO_BAX_UNI,66
AM0AM11321_NERO_BDS_UNI,52
AM0AM11260_NERO_BDS_UNI,37
AM0AM11270_MARRONE_GT8_UNI,35
AM0AM11264_NERO_BDS_UNI,35
AM0AM11261_NERO_BDS_UNI,5
AM0AM11755_BLU_DW6_UNI,35
AM0AM11271_NERO_BDS_UNI,72
AM0AM11753_BLU_DW6_UNI,52
AM0AM11267_MARRONE_GT8_UNI,20
DW0DW15649_BIANCO_YBR_XS,1
DW0DW15649_BIANCO_YBR_S,1
DW0DW15649_BIANCO_YBR_M,19
DW0DW15649_BIANCO_YBR_L,39
DW0DW15649_BIANCO_YBR_XL,21
DW0DW15602_AZZURRO_1AB_25,1
DM0DM13881_VERDE_PMI_S,1
EVG896823_NERO_BLACK_UNI,1
PA897023_MARRONE_MOCHA-LOGO_UNI,2
EQG896923_ROSA_ROSEWOOD_UNI,3
EVG896523_BIANCO_WHITE_UNI,2
ZG787925_ROSA_MAGENTA_UNI,2
VB878209_ROSA_SEASHELL_UNI,5
EVG896505_BIANCO_WHITE_UNI,1
VA895802_GRIGIO_STONE_UNI,11
EQG896921_ROSA_ROSEWOOD_UNI,4
ZG787918_NERO_BLACK_UNI,3
EVG896546_NERO_BLACK_UNI,17
EQG896946_ROSA_ROSEWOOD_UNI,17
K60K610925_NERO_BAX_UNI,25
K60K610747_NERO_BAX_UNI,2
K60K610742_NERO_BAX_UNI,35
K50K510526_NERO_BAX_UNI,6
K60K610769_NERO_BAX_UNI,12
K50K510531_NERO_BAX_UNI,30
K60K611008_BEIGE_PEA_UNI,8
K60K610762_NERO_BAX_UNI,34
K60K608410_VIOLA_VDQ_UNI,17
K60K611001_BEIGE_PEA_UNI,11
K60K610741_NERO_BAX_UNI,1
K60K610927_VIOLA_VDQ_UNI,13
K60K610927_NERO_BAX_UNI,71
K50K510538_NERO_01N_UNI,45
K50K510525_NERO_BAX_UNI,11
K50K510566_GRIGIO_01W_UNI,33
K60K610973_BEIGE_PEA_UNI,34
K60K610973_NERO_BAX_UNI,30
K60K610949_NERO_BAX_UNI,125
K60K610951_NERO_BAX_UNI,58
K60K610962_NERO_BAX_UNI,37
K60K610950_NERO_BAX_UNI,44
AW0AW14876_BLU_DW6_UNI,12
AW0AW14885_NERO_BDS_UNI,21
AM0AM11320_BLU_DW6_UNI,58
AM0AM11298_BLU_DW6_UNI,70
AM0AM11303_BLU_DW6_UNI,49
AM0AM11303_VERDE_PRB_UNI,32
AW0AW14900_BLU_DW6_UNI,49
AW0AW14900_BIANCO_AA8_UNI,10
AM0AM11381_BLU_DW6_UNI,87
UU0UU00079_BLU_C87_UNI,12
AW0AW14943_NERO_BDS_70,3
AW0AW14940_BLU_DW6_70,1
J30J320805_BIANCO_YAF_L,13
J30J320805_BIANCO_YAF_XL,6
J30J320805_NERO_BEH_XL,1
J30J323431_BEIGE_ACF_S,1
J30J323435_NERO_BEH_XL,9
J30J323429_NERO_BEH_S,2
J30J323429_NERO_BEH_M,1
J30J323429_NERO_BEH_L,2
J30J323429_NERO_BEH_XL,15
J30J323749_BIANCO_YAF_XL,6
J30J323749_NERO_BEH_S,2
J30J323749_NERO_BEH_L,4
J30J323749_NERO_BEH_XL,41
J30J323434_NERO_BEH_XL,4
J30J324699_NERO_BEH_XL,2
VPS1IJ47-DIVINA-SA_NERO_NERO_UNI,19
VPP6YO43-HAWAII_NERO_NERO_UNI,13
VPP6YO43-HAWAII_ROSSO_ROSSO_UNI,6
VPP6YO155-HAWAII_NERO_NERO_UNI,36
VPP6YO155-HAWAII_ROSSO_ROSSO_UNI,5
VBS6V002-RELAX_NERO_NERO_UNI,118
VBS6V004-RELAX_NERO_NERO_UNI,69
VBS6VP02-EMILY_AZZURRO_POLVERE_UNI,2
VBS6VP02-EMILY_ROSSO_ROSSO_UNI,3
